grower_id,Delivered,Bog,LotID,GTL,Rot,Debris,Color,Variety,GTL ,Lot Pack Out,Pack Out %,"Useable 
w 3 % Allow"
,10/21/2017,C17,"4,757",6440,2.97,0,34,ST,"18,960","18,367",96.87%,"18,367"
,,,,,,,,,,,,
,Hann01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/23/2017,C11,"4,762",6449,2.64,0,23,HO,"59,060","56,571",95.79%,"56,571"
,,,,,,,,,,,,
,10/23/2017,C11,"4,762",6450,2.64,0,23,HO,"17,880","17,126",95.79%,"17,126"
,,,,,,,,,,,,
,10/23/2017,C12,"4,768",6455,2.16,0,20,HO,"31,180","29,282",93.91%,"29,282"
,,,,,,,,,,,,
,10/23/2017,C 4,"4,769",6456,1.48,0,30,HO,"11,300","10,804",95.61%,"10,804"
,,,,,,,,,,,,
,10/23/2017,C 3,"4,773",6462,0.47,0,31,HO,"33,360","32,192",96.50%,"32,192"
,,,,,,,,,,,,
,10/23/2017,C 2,"4,777",6465,2.09,0,27,HO,"26,840","25,582",95.31%,"25,582"
,,,,,,,,,,,,
,10/24/2017,C 1,"4,781",6469,0.92,0,24,HO,"17,600","16,974",96.44%,"16,974"
,,,,,,,,,,,,
,10/24/2017,C 1,"4,782",6470,3.65,0,27,HO,"60,340","57,197",94.79%,"56,825"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,32,,"2,449,500","2,329,894",95.12%,"2,329,522"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Hann02,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/25/2017,B8,"4,798",6493,4.99,0,35,ST,"49,660","47,282",95.21%,"46,341"
,,,,,,,,,,,,
,10/25/2017,B8,"4,800",6495,4.4,0,41,ST,"57,980","55,222",95.24%,"54,449"
,,,,,,,,,,,,
,10/25/2017,B8,"4,802",6497,6.1,0,35,ST,"32,740","30,874",94.30%,"29,948"
,,,,,,,,,,,,
,10/26/2017,B7,"4,804",6499,3.35,0,34,ST,"49,920","46,232",92.61%,"46,070"
,,,,,,,,,,,,
,10/26/2017,B7,"4,805",6500,4.51,0,36,ST,"57,180","54,608",95.50%,"53,783"
,,,,,,,,,,,,
,10/26/2017,B7,"4,811",6506,3.03,0,37,ST,"49,960","46,142",92.36%,"46,142"
,,,,,,,,,,,,
,10/26/2017,B6,"4,813",6507,1.09,0,41,ST,"58,400","56,825",97.30%,"56,825"
,,,,,,,,,,,,
,10/26/2017,B1,"4,817",6512,3.34,0,42,ST,"51,080","47,896",93.77%,"47,896"
,,,,,,,,,,,,
,10/27/2017,B1,"4,817",6517,3.34,0,42,ST,"58,240","54,610",93.77%,"54,610"
,,,,,,,,,,,,
,10/27/2017,B1,"4,822",6520,2.67,0,34,ST,"28,800","27,018",93.81%,"27,018"
,,,,,,,,,,,,
,10/27/2017,B3,"4,828",6528,1.96,0,28,HO,"49,860","48,079",96.43%,"48,079"
,,,,,,,,,,,,
,10/27/2017,B5,"4,832",6532,3.9,0,37,ST,"51,380","48,446",94.29%,"48,010"
,,,,,,,,,,,,
,10/28/2017,B5,"4,834",6535,4.89,0,35,ST,"42,460","41,455",97.63%,"40,672"
,,,,,,,,,,,,
,10/28/2017,B4,"4,836",6537,4.15,0,37,ST,"49,380","45,914",92.98%,"45,386"
,,,,,,,,,,,,
,10/28/2017,B4,"4,836",6541,4.15,0,37,ST,"52,680","48,982",92.98%,"48,419"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,37,,"739,720","699,585",94.57%,"693,648"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Hann03,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,9/29/2017,MEL A6,"4,434",6043,2.5,0,30,BL,"50,500","48,576",96.19%,"48,576"
,,,,,,,,,,,,
,10/10/2017,B3,"4,528",6155,2.2,0,42,EB,"52,260","49,135",94.02%,"49,135"
,,,,,,,,,,,,
,10/10/2017,B2,"4,531",6160,1.12,0,55,EB,"48,060","45,457",94.58%,"45,457"
,,,,,,,,,,,,
,10/10/2017,B2,"4,532",6163,0.44,0,58,EB,"57,440","54,248",94.44%,"54,248"
,,,,,,,,,,,,
,10/10/2017,B4,"4,533",6165,1.14,0,41,BL,"19,460","18,532",95.23%,"18,532"
,,,,,,,,,,,,
,10/11/2017,B1,"4,535",6170,1.7,0,20,ST,"23,880","23,272",97.45%,"23,272"
,,,,,,,,,,,,
,10/11/2017,B5a,"4,537",6173,2.35,0,42,BL,"48,880","47,266",96.70%,"47,266"
,,,,,,,,,,,,
,10/11/2017,B5a,"4,540",6175,2.3,0,33,BL,"52,520","50,846",96.81%,"50,846"
,,,,,,,,,,,,
,10/11/2017,MEL A1,"4,544",6182,2.26,0,23,ST,"49,400","46,327",93.78%,"46,327"
,,,,,,,,,,,,
,10/11/2017,MEL A1,"4,544",6186,2.26,0,23,ST,"15,620","14,648",93.78%,"14,648"
,,,,,,,,,,,,
,10/11/2017,MEL A2,"4,551",6190,2.47,0,37,ST,"49,040","45,767",93.33%,"45,767"
,,,,,,,,,,,,
,10/12/2017,MEL A2,"4,551",6191,2.47,0,37,ST,"44,620","41,642",93.33%,"41,642"
,,,,,,,,,,,,
,10/12/2017,MEL A3,"4,558",6200,2.1,0,22,ST,"49,900","47,995",96.18%,"47,995"
,,,,,,,,,,,,
,10/12/2017,MEL A3,"4,558",6204,2.1,0,22,ST,"27,200","26,162",96.18%,"26,162"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,36,,"588,780","559,873",95.09%,"559,873"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Harj01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/6/2017,BRUF#2,"4,494",6112,1.5,0,36,EB,"41,240","38,203",92.64%,"38,203"
,,,,,,,,,,,,
,10/6/2017,BRUF#7,"4,498",6117,1.5,0,20,EB,"42,940","41,042",95.58%,"41,042"
,,,,,,,,,,,,
,10/6/2017,BRUF#6,"4,502",6121,0.65,0,37,EB,"23,840","22,129",92.82%,"22,129"
,,,,,,,,,,,,
,10/11/2017,BYR 12,"4,541",6178,2.29,0,26,ST,"44,680","41,861",93.69%,"41,861"
,,,,,,,,,,,,
,10/11/2017,BYR 12,"4,541",6180,2.29,0,26,ST,"51,780","48,513",93.69%,"48,513"
,,,,,,,,,,,,
,10/11/2017,BYR 12,"4,541",6185,2.29,0,26,ST,"44,800","41,973",93.69%,"41,973"
,,,,,,,,,,,,
,10/11/2017,BYR 13,"4,549",6188,6.39,0,27,ST,"50,180","46,525",92.72%,"44,948"
,,,,,,,,,,,,
,10/12/2017,BYR 13,"4,554",6194,2.21,0,24,ST,"35,920","32,366",90.11%,"32,366"
,,,,,,,,,,,,
,10/12/2017,BYR 13,"4,554",6195,2.21,0,24,ST,"42,920","38,673",90.11%,"38,673"
,,,,,,,,,,,,
,10/12/2017,BYRN10,"4,561",6203,1.5,0,23,ST,"51,760","47,048",90.90%,"47,048"
,,,,,,,,,,,,
,10/12/2017,BYRN10,"4,563",6207,1.43,0,23,ST,"43,980","40,388",91.83%,"40,388"
,,,,,,,,,,,,
,10/12/2017,BYRN10,"4,563",6211,1.43,0,23,ST,"46,720","42,904",91.83%,"42,904"
,,,,,,,,,,,,
,10/12/2017,BYR 14,"4,568",6217,5.85,0,27,ST,"42,520","37,987",89.34%,"36,904"
,,,,,,,,,,,,
,10/13/2017,BYR 14,"4,571",6220,4.19,0,23,ST,"50,880","43,011",84.53%,"42,499"
,,,,,,,,,,,,
,10/13/2017,BYRN11,"4,572",6221,3.02,0,23,ST,"50,800","46,995",92.51%,"46,986"
,,,,,,,,,,,,
,10/13/2017,BYRN11,"4,578",6227,2.18,0,24,ST,"45,280","42,203",93.21%,"42,203"
,,,,,,,,,,,,
,10/13/2017,BYRN11,"4,578",6228,2.18,0,24,ST,"41,080","38,289",93.21%,"38,289"
,,,,,,,,,,,,
,10/13/2017,BYRNE9,"4,582",6234,0.93,0,27,ST,"45,260","40,737",90.01%,"40,737"
,,,,,,,,,,,,
,10/13/2017,BYRNE9,"4,587",6239,3.3,0,37,ST,"51,180","46,649",91.15%,"46,509"
,,,,,,,,,,,,
,10/13/2017,BYRNE9,"4,589",6241,2.82,0,25,ST,"40,280","35,877",89.07%,"35,877"
,,,,,,,,,,,,
,10/16/2017,BYRNE8,"4,624",6284,2.93,0,22,ST,"51,360","45,306",88.21%,"45,306"
,,,,,,,,,,,,
,10/16/2017,BYRNE8,"4,627",6288,1.49,0,25,ST,"45,400","40,259",88.68%,"40,259"
,,,,,,,,,,,,
,10/16/2017,BYRNE7,"4,635",6297,4.36,0,28,ST,"51,100","45,351",88.75%,"44,735"
,,,,,,,,,,,,
,10/16/2017,BYRNE7,"4,635",6300,4.36,0,28,ST,"44,600","39,583",88.75%,"39,044"
,,,,,,,,,,,,
,10/17/2017,BYRNE7,"4,648",6310,3.7,0,28,ST,"41,420","36,916",89.13%,"36,658"
,,,,,,,,,,,,
,10/17/2017,BYRNE6,"4,657",6320,2.17,0,22,ST,"51,660","47,359",91.67%,"47,359"
,,,,,,,,,,,,
,10/17/2017,BYRNE6,"4,662",6325,4.3,0,25,ST,"44,900","39,891",88.84%,"39,372"
,,,,,,,,,,,,
,Harj01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/17/2017,BYRNE5,"4,667",6330,1.05,0,22,ST,"54,340","48,806",89.82%,"48,806"
,,,,,,,,,,,,
,10/17/2017,BYRNE5,"4,672",6336,3.56,0,26,ST,"51,580","46,112",89.40%,"45,854"
,,,,,,,,,,,,
,10/18/2017,BYRNE4,"4,680",6344,3.05,0,23,ST,"44,180","39,561",89.55%,"39,541"
,,,,,,,,,,,,
,10/18/2017,BYRNE3,"4,687",6351,3.37,0,22,ST,"51,540","46,202",89.64%,"46,031"
,,,,,,,,,,,,
,10/18/2017,BYRNE3,"4,687",6356,3.37,0,22,ST,"53,380","47,851",89.64%,"47,674"
,,,,,,,,,,,,
,10/18/2017,BYRNE3,"4,687",6358,3.37,0,22,ST,"21,460","19,237",89.64%,"19,166"
,,,,,,,,,,,,
,10/19/2017,BRUF#3,"4,702",6370,1.03,0,30,HO,"27,300","24,867",91.09%,"24,867"
,,,,,,,,,,,,
,10/19/2017,BRUF#1,"4,703",6371,2.94,0,32,MX,"41,820","39,319",94.02%,"39,319"
,,,,,,,,,,,,
,10/19/2017,BYRNE1,"4,707",6375,4.43,0,26,ST,"55,300","49,332",89.21%,"48,626"
,,,,,,,,,,,,
,10/19/2017,BYRNE1,"4,707",6379,4.43,0,26,ST,"51,200","45,674",89.21%,"45,021"
,,,,,,,,,,,,
,10/19/2017,BYRNE2,"4,720",6391,4.55,0,28,ST,"43,840","38,080",86.86%,"37,490"
,,,,,,,,,,,,
,10/19/2017,BYRNE2,"4,720",6395,4.55,0,28,ST,"50,660","44,005",86.86%,"43,322"
,,,,,,,,,,,,
,10/20/2017,BYRNE2,"4,732",6405,5.23,0,22,ST,"42,360","38,121",89.99%,"37,271"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,26,,"1,807,440","1,635,205",90.47%,"1,625,774"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Jenn01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/24/2017,3,"4,792",6485,1.03,0,28,ST,"43,280","40,727",94.10%,"40,727"
,,,,,,,,,,,,
,10/24/2017,3,"4,792",6487,1.03,0,28,ST,"12,240","11,518",94.10%,"11,518"
,,,,,,,,,,,,
,10/28/2017,2,"4,837",6538,1.67,0,27,ST,"48,200","46,200",95.85%,"46,200"
,,,,,,,,,,,,
,10/28/2017,2,"4,837",6540,1.67,0,27,ST,"31,920","30,596",95.85%,"30,596"
,,,,,,,,,,,,
,10/30/2017,1,"4,843",6555,2.09,0,23,HO,"35,700","32,006",89.65%,"32,006"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,27,,"171,340","161,047",93.99%,"161,047"
,,,,,,,,,,,,
,,,,,,,,,,,,
,John04,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/13/2017,Fos04,"4,588",6240,2.81,0,23,ST,"47,940","44,420",92.66%,"44,420"
,,,,,,,,,,,,
,10/14/2017,Fos05,"4,594",6243,3.05,0,26,ST,"12,620","11,317",89.68%,"11,317"
,,,,,,,,,,,,
,10/17/2017,Fos08,"4,649",6311,1.6,0,25,ST,"49,240","46,946",95.34%,"46,946"
,,,,,,,,,,,,
,10/17/2017,Fos08,"4,655",6316,1.7,0,23,ST,"34,160","32,400",94.85%,"32,400"
,,,,,,,,,,,,
,10/17/2017,Fos08,"4,659",6322,2.5,0,20,ST,"26,420","24,923",94.33%,"24,923"
,,,,,,,,,,,,
,10/17/2017,Fos08,"4,663",6326,2.04,0,28,ST,"26,360","25,125",95.31%,"25,125"
,,,,,,,,,,,,
,10/19/2017,Fos09,"4,704",6372,3.8,0,32,ST,"54,440","50,920",93.53%,"50,920"
,,,,,,,,,,,,
,10/19/2017,Fos09,"4,711",6380,5.29,0,30,ST,"58,620","55,260",94.27%,"55,260"
,,,,,,,,,,,,
,10/19/2017,Fos09,"4,714",6384,3.63,0,25,ST,"34,440","32,930",95.62%,"32,930"
,,,,,,,,,,,,
,10/19/2017,Fos09,"4,719",6390,0.35,0,28,ST,"29,560","28,169",95.29%,"28,169"
,,,,,,,,,,,,
,10/19/2017,Fos09,"4,723",6394,1.84,0,22,ST,"57,540","54,812",95.26%,"54,812"
,,,,,,,,,,,,
,10/20/2017,Fos09,"4,730",6403,1,0,28,ST,"27,140","25,859",95.28%,"25,859"
,,,,,,,,,,,,
,10/20/2017,Fos06,"4,735",6409,1,0,25,ST,"56,540","54,084",95.66%,"54,084"
,,,,,,,,,,,,
,10/20/2017,Fos06,"4,736",6412,1.8,0,25,ST,"33,120","31,099",93.90%,"31,099"
,,,,,,,,,,,,
,10/20/2017,Fos06,"4,741",6418,0.74,0,30,ST,"38,160","35,843",93.93%,"35,843"
,,,,,,,,,,,,
,10/23/2017,Fos07,"4,766",6453,2.21,0,30,ST,"57,620","53,534",92.91%,"53,534"
,,,,,,,,,,,,
,10/23/2017,Fos07,"4,770",6458,1.48,0,28,ST,"34,600","32,857",94.96%,"32,857"
,,,,,,,,,,,,
,10/23/2017,Fos07,"4,772",6461,1.43,0,33,ST,"35,720","33,225",93.02%,"33,225"
,,,,,,,,,,,,
,10/24/2017,Fos04,"4,784",6472,1.85,0,38,ST,"57,720","55,312",95.83%,"55,312"
,,,,,,,,,,,,
,10/24/2017,Fos04,"4,784",6475,1.85,0,38,ST,"33,680","32,275",95.83%,"32,275"
,,,,,,,,,,,,
,10/24/2017,Fos04,"4,789",6480,2.05,0,38,ST,"31,260","29,227",93.50%,"29,227"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,29,,"836,900","790,537",94.46%,"790,537"
,,,,,,,,,,,,
,,,,,,,,,,,,
,John05,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/12/2017,Full01,"4,555",6197,3.7,0,41,BL,"53,780","51,459",95.68%,"51,099"
,,,,,,,,,,,,
,10/12/2017,Full01,"4,556",6198,1.83,0,30,BL,"33,700","31,339",92.99%,"31,339"
,,,,,,,,,,,,
,10/12/2017,Full01,"4,564",6208,4.13,0,42,BL,"60,180","56,278",93.52%,"55,642"
,,,,,,,,,,,,
,10/12/2017,Full01,"4,564",6210,4.13,0,42,BL,"34,680","32,432",93.52%,"32,065"
,,,,,,,,,,,,
,11/3/2017,Pur01,"4,882",6604,4.1,0,49,ST,"42,280","39,149",92.59%,"38,718"
,,,,,,,,,,,,
,11/4/2017,Pur01,"4,889",6615,1.33,0,37,ST,"23,000","21,487",93.42%,"21,487"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,41,,"247,620","232,144",93.75%,"230,351"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Liff01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/21/2017,3,"4,752",6431,3.94,0,47,EB,"17,980","16,108",89.59%,"15,956"
,,,,,,,,,,,,
,10/21/2017,3,"4,752",6432,3.94,0,47,EB,"7,880","7,059",89.59%,"6,993"
,,,,,,,,,,,,
,10/23/2017,4,"4,771",6460,7.1,0,35,MX,"15,320","13,187",86.08%,"12,646"
,,,,,,,,,,,,
,10/30/2017,1,"4,841",6553,8,0,28,HO,"32,720","28,955",88.49%,"27,507"
,,,,,,,,,,,,
,10/30/2017,2,"4,842",6554,11.77,0,35,ST,"16,480","14,681",89.08%,"13,393"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,36,,"90,380","79,990",88.50%,"76,496"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Medi01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/7/2017,A2,"4,508",6127,1.5,0,37,MX,"28,180","26,846",95.27%,"26,846"
,,,,,,,,,,,,
,10/7/2017,A2,"4,509",6129,1.54,0,48,EB,"20,940","20,334",97.11%,"20,334"
,,,,,,,,,,,,
,10/7/2017,A2,"4,515",6136,2.87,0,35,EB,"12,800","12,237",95.60%,"12,237"
,,,,,,,,,,,,
,10/9/2017,A6,"4,518",6139,1.51,0,25,EB,"22,200","21,240",95.68%,"21,240"
,,,,,,,,,,,,
,10/9/2017,A6,"4,524",6150,0.85,0,32,EB,"28,940","27,735",95.84%,"27,735"
,,,,,,,,,,,,
,10/9/2017,A6,"4,524",6151,0.85,0,32,EB,"16,060","15,392",95.84%,"15,392"
,,,,,,,,,,,,
,10/10/2017,A8,"4,526",6153,1.43,0,26,EB,"27,520","25,890",94.08%,"25,890"
,,,,,,,,,,,,
,10/11/2017,A7,"4,542",6179,1.61,0,24,ST,"23,080","22,029",95.45%,"22,029"
,,,,,,,,,,,,
,10/11/2017,A1,"4,550",6189,2.48,0,23,SN,"19,840","18,446",92.97%,"18,446"
,,,,,,,,,,,,
,10/24/2017,A9,"4,794",6488,4.1,0,30,HO,"17,320","16,142",93.20%,"15,964"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,31,,"216,880","206,291",95.12%,"206,113"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Mere01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,11/6/2017,Big#1,"4,900",6629,5.3,0,37,ST,"48,120","44,536",92.55%,"44,536"
,,,,,,,,,,,,
,11/7/2017,Big#1,"4,902",6631,1.83,0,38,ST,"39,480","37,253",94.36%,"37,253"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,37,,"87,600","81,789",93.37%,"81,789"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Morr02,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/16/2017,Thomst,"4,630",6292,5,0,17,ST,"29,020","26,229",90.38%,"25,704"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,17,,"29,020","26,229",90.38%,"25,704"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Norr01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/13/2017,B-3,"4,574",6223,1.18,0,26,ST,"39,440","38,344",97.22%,"38,344"
,,,,,,,,,,,,
,10/13/2017,B-5,"4,584",6236,0.5,0,24,ST,"39,420","38,138",96.75%,"38,138"
,,,,,,,,,,,,
,10/14/2017,B-4,"4,592",6246,0.98,0,24,ST,"38,500","37,166",96.54%,"37,166"
,,,,,,,,,,,,
,10/14/2017,B-4,"4,598",6252,1.04,0,26,ST,"18,500","17,932",96.93%,"17,932"
,,,,,,,,,,,,
,10/14/2017,B-2,"4,610",6264,2.3,0,27,ST,"40,500","38,445",94.93%,"38,445"
,,,,,,,,,,,,
,10/14/2017,B-1,"4,612",6268,1.53,0,29,ST,"37,120","35,550",95.77%,"35,550"
,,,,,,,,,,,,
,10/16/2017,B-1,"4,622",6282,1.49,0,22,ST,"22,520","21,763",96.64%,"21,763"
,,,,,,,,,,,,
,10/16/2017,B-0,"4,637",6299,1.3,0,36,ST,"24,120","23,430",97.14%,"23,430"
,,,,,,,,,,,,
,10/17/2017,A-13,"4,665",6328,0.92,0,40,EB,"39,500","36,415",92.19%,"36,415"
,,,,,,,,,,,,
,10/19/2017,A-12,"4,716",6386,1.76,0,33,MX,"37,680","35,730",94.82%,"35,730"
,,,,,,,,,,,,
,10/21/2017,A-7,"4,756",6436,1.81,0,31,EB,"21,740","20,546",94.51%,"20,546"
,,,,,,,,,,,,
,10/21/2017,A-11,"4,758",6441,2.82,0,24,ST,"6,120","5,784",94.51%,"5,784"
,,,,,,,,,,,,
,10/23/2017,A-8,"4,776",6464,3.14,0,25,ST,"37,640","36,296",96.43%,"36,296"
,,,,,,,,,,,,
,10/24/2017,A-9,"4,787",6477,1.28,0,22,HO,"37,340","35,383",94.76%,"35,383"
,,,,,,,,,,,,
,10/27/2017,A-3,"4,821",6519,4.54,0,40,MX,"30,000","27,323",91.08%,"26,902"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,29,,"470,140","448,245",95.34%,"447,824"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Paqu03,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/2/2017,COL2AC,"4,440",6050,4.5,0,30,EB,"8,260","7,548",91.38%,"7,435"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,30,,"8,260","7,548",91.38%,"7,435"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Paqu04,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/16/2017,LP4,"4,616",6276,2.62,0,27,ST,"10,600","9,937",93.75%,"9,937"
,,,,,,,,,,,,
,10/17/2017,LP5,"4,645",6307,2.88,0,24,ST,"7,920","7,820",98.74%,"7,820"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,26,,"18,520","17,757",95.88%,"17,757"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Paqu05,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/21/2017,PH1,"4,750",6429,2.69,0,34,ST,"12,820","12,022",93.78%,"12,022"
,,,,,,,,,,,,
,10/23/2017,PH4,"4,763",6451,7.07,0,27,ST,"7,640","7,259",95.01%,"6,964"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,31,,"20,460","19,281",94.24%,"18,986"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Perr03,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,11/10/2017,2,"4,912",6646,1.25,0,35,BL,"31,240","29,182",93.41%,"29,182"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,35,,"31,240","29,182",93.41%,"29,182"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Pime01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/4/2017,house,"4,474",6089,3.9,0,45,EB,"18,240","17,151",94.03%,"16,997"
,,,,,,,,,,,,
,10/4/2017,house,"4,478",6093,1.97,0,44,BL,"7,620","6,609",86.73%,"6,609"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,45,,"25,860","23,760",91.88%,"23,606"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Pink01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,9/29/2017,BShant,"4,438",6048,3.5,0,27,EB,"17,580","16,254",92.46%,"16,173"
,,,,,,,,,,,,
,9/29/2017,BShant,"4,439",6049,4.45,0,23,EB,"16,620","15,202",91.47%,"14,982"
,,,,,,,,,,,,
,10/2/2017,3House,"4,448",6060,4.5,0,28,EB,"15,960","15,151",94.93%,"14,924"
,,,,,,,,,,,,
,10/3/2017,3House,"4,454",6066,1.97,0,35,EB,"16,520","15,854",95.97%,"15,854"
,,,,,,,,,,,,
,10/3/2017,Ramp,"4,462",6075,1.5,0,24,EB,"12,940","12,393",95.77%,"12,393"
,,,,,,,,,,,,
,10/4/2017,Center,"4,473",6087,2.8,0,25,EB,"17,080","15,623",91.47%,"15,623"
,,,,,,,,,,,,
,10/4/2017,Center,"4,476",6091,2.4,0,29,EB,"15,860","14,558",91.79%,"14,558"
,,,,,,,,,,,,
,10/4/2017,Center,"4,481",6097,3.19,0,28,EB,"15,060","13,861",92.04%,"13,861"
,,,,,,,,,,,,
,10/5/2017,Reserv,"4,489",6106,1.35,0,30,EB,"15,560","14,955",96.11%,"14,955"
,,,,,,,,,,,,
,10/6/2017,road,"4,499",6118,1.3,0,40,EB,"13,040","12,362",94.80%,"12,362"
,,,,,,,,,,,,
,10/7/2017,field,"4,510",6131,0.85,0,45,EB,"14,740","13,895",94.27%,"13,895"
,,,,,,,,,,,,
,10/7/2017,field,"4,513",6134,0.72,0,34,EB,"4,660","4,468",95.88%,"4,468"
,,,,,,,,,,,,
,10/12/2017,CHER01,"4,562",6205,2.21,0,28,MX,"16,960","15,394",90.77%,"15,394"
,,,,,,,,,,,,
,10/13/2017,CHER02,"4,573",6222,2.6,0,17,HO,"17,600","16,246",92.31%,"16,246"
,,,,,,,,,,,,
,10/16/2017,CHER03,"4,631",6293,3,0,21,HO,"16,320","14,949",91.60%,"14,949"
,,,,,,,,,,,,
,10/17/2017,Blue,"4,647",6309,2.21,0,19,HO,"7,200","6,563",91.15%,"6,563"
,,,,,,,,,,,,
,10/17/2017,Canal,"4,658",6321,3.3,0,20,HO,"16,680","15,892",95.28%,"15,844"
,,,,,,,,,,,,
,10/17/2017,Swamp,"4,669",6333,0.76,0,26,HO,"17,740","16,703",94.15%,"16,703"
,,,,,,,,,,,,
,10/18/2017,Orig.,"4,681",6345,3.57,0,27,HO,"8,820","8,161",92.53%,"8,114"
,,,,,,,,,,,,
,10/18/2017,Mil#1,"4,688",6353,5.64,0,24,ST,"17,120","15,715",91.79%,"15,300"
,,,,,,,,,,,,
,10/18/2017,Mil#2,"4,692",6359,1.87,0,30,ST,"16,060","14,832",92.35%,"14,832"
,,,,,,,,,,,,
,10/19/2017,Mil#3,"4,709",6377,5.37,0,20,ST,"16,580","15,392",92.83%,"15,027"
,,,,,,,,,,,,
,10/19/2017,Mil#3,"4,715",6385,5.99,0,23,ST,"15,740","14,376",91.34%,"13,946"
,,,,,,,,,,,,
,10/19/2017,Mil#3,"4,715",6396,5.99,0,23,ST,"17,120","15,637",91.34%,"15,169"
,,,,,,,,,,,,
,10/20/2017,Mil#3,"4,731",6404,1.8,0,27,ST,"15,680","14,340",91.45%,"14,340"
,,,,,,,,,,,,
,10/20/2017,Mil#3,"4,740",6417,2.63,0,41,ST,"16,600","15,157",91.31%,"15,157"
,,,,,,,,,,,,
,10/21/2017,Mil#3,"4,748",6427,3.67,0,26,ST,"8,000","7,247",90.59%,"7,198"
,Total For Grower:,,,,,0,27,,"399,840","371,180",92.83%,"368,831"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Prat01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/17/2017,Pratt,"4,660",6323,14.73,0,31,MX,"42,240","37,797",89.48%,"33,363"
,,,,,,,,,,,,
,Total For Grower:,,,,,0,31,,"42,240","37,797",89.48%,"33,363"
,,,,,,,,,,,,
,,,,,,,,,,,,
,Reze01,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,10/2/2017,Lanz 1,"4,442",6052,1.3,0,20,ST,"48,640","46,114",94.81%,"46,114"
,,,,,,,,,,,,
,10/2/2017,Lanz 8,"4,446",6056,2.45,0,35,BL,"50,380","48,378",96.03%,"48,378"
,,,,,,,,,,,,
,10/2/2017,Lanz 8,"4,446",6057,2.45,0,35,BL,"33,800","32,457",96.03%,"32,457"
,,,,,,,,,,,,
,10/3/2017,Lanz 2,"4,452",6064,2.41,0,26,ST,"51,080","48,476",94.90%,"48,476"
