date,grower_id,Bog,LotID,GTL,Rot,Debris,Color,Variety,GTL.1,Pack Out %,kqf_pre,kqf_final,Lot Pack Out,Useable w3% allow,"Useable 
w 3 % Allow",GTLID,BogID,# Totes,"Ave Bin 
Wgt.",NetWeight
2015-11-16,Deca03,ZPD,"3,613",4805,,,,PD,"6,100",94.74%,5,7,"5,779",,"5,779",,,,,
2015-11-16,Deca03,ZPD,"3,613",4806,,,,PD,"5,300",94.74%,5,7,"5,021",,"5,021",,,,,
2015-11-16,Deca03,ZPD,"3,613",4807,,,,PD,"6,180",94.74%,5,7,"5,855",,"5,855",,,,,
2015-11-16,Deca03,ZPD,"3,613",4808,,,,PD,"6,100",94.74%,5,7,"5,779",,"5,779",,,,,
2015-11-16,Deca03,ZPD,"3,613",4809,,,,PD,"6,200",94.74%,5,7,"5,874",,"5,874",,,,,
2015-11-16,Deca03,ZPD,"3,613",4813,,,,PD,"6,060",94.74%,5,7,"5,741",,"5,741",,,,,
2015-11-16,Deca03,ZPD,"3,617",4810,,,,PD,"4,960",97.38%,5,7,"4,830",,"4,830",,,,,
2015-11-16,Deca03,ZPD,"3,617",4811,,,,PD,"5,880",97.38%,5,7,"5,726",,"5,726",,,,,
2015-11-16,Deca03,ZPD,"3,617",4812,,,,PD,"6,300",97.38%,5,7,"6,135",,"6,135",,,,,
2015-11-16,Deca03,ZPD,"3,618",4814,,,,PD,"5,080",95.92%,5,7,"4,873",,"4,873",,,,,
2015-11-17,Bott02,25,"3,621",4821,1.43,0,57,ST,"49,560",93.71%,5,7,"46,444",,"46,444",,,,,
2015-11-17,Deca03,ZPD,"3,618",4816,,,,PD,"6,960",95.92%,5,7,"6,676",,"6,676",,,,,
2015-11-17,Deca03,ZPD,"3,618",4817,,,,PD,"6,020",95.92%,5,7,"5,775",,"5,775",,,,,
2015-11-17,Deca03,ZPD,"3,618",4818,,,,PD,"5,320",95.92%,5,7,"5,103",,"5,103",,,,,
2015-11-17,Deca03,ZPD,"3,618",4819,,,,PD,"6,300",95.92%,5,7,"6,043",,"6,043",,,,,
2015-11-17,Deca03,ZPD,"3,620",4820,,,,PD,"5,260",90.32%,5,7,"4,751",,"4,751",,,,,
2015-11-17,Deca03,ZPD,"3,620",4822,,,,PD,"3,420",90.32%,5,7,"3,089",,"3,089",,,,,
2015-11-18,Deca03,ZPD,"3,620",4823,,,,PD,"6,280",90.32%,5,7,"5,672",,"5,672",,,,,
2015-11-18,Deca03,ZPD,"3,620",4824,,,,PD,"6,460",90.32%,5,7,"5,834",,"5,834",,,,,
2015-11-18,Deca03,ZPD,"3,620",4825,,,,PD,"6,580",90.32%,5,7,"5,943",,"5,943",,,,,
2015-11-18,Deca03,ZPD,"3,620",4826,,,,PD,"2,910",90.32%,5,7,"2,628",,"2,628",,,,,
2015-11-18,Deca03,ZPD,"3,620",4827,,,,PD,570,90.32%,5,7,515,,515,,,,,
2015-11-18,Deca03,ZPD,"3,620",4828,,,,PD,"6,080",90.32%,5,7,"5,491",,"5,491",,,,,
2015-11-18,Deca03,ZPD,"3,622",4829,,,,PD,"6,440",90.19%,5,7,"5,808",,"5,808",,,,,
2015-11-18,Deca03,ZPD,"3,622",4830,,,,PD,"6,580",90.19%,5,7,"5,934",,"5,934",,,,,
2015-11-19,Bott02,19,"3,624",4836,0.68,0,63,ST,"36,540",93.97%,5,7,"34,337",,"34,337",,,,,
2015-11-19,Deca03,ZPD,"3,622",4831,,,,PD,"6,060",90.19%,5,7,"5,466",,"5,466",,,,,
2015-11-19,Deca03,ZPD,"3,622",4832,,,,PD,"5,640",90.19%,5,7,"5,087",,"5,087",,,,,
2015-11-19,Deca03,ZPD,"3,622",4833,,,,PD,"5,940",90.19%,5,7,"5,357",,"5,357",,,,,
2015-11-19,Deca03,ZPD,"3,622",4834,,,,PD,"5,180",90.19%,5,7,"4,672",,"4,672",,,,,
2015-11-19,Deca03,ZPD,"3,623",4835,,,,PD,"6,480",92.02%,5,7,"5,963",,"5,963",,,,,
2015-11-19,Deca03,ZPD,"3,623",4837,,,,PD,"5,300",92.02%,5,7,"4,877",,"4,877",,,,,
2015-11-20,Bott02,22,"3,625",4838,1.04,0,65,ST,"28,360",94.04%,5,7,"26,671",,"26,671",,,,,
2015-11-20,Deca03,ZPD,"3,623",4839,,,,PD,"4,720",92.02%,5,7,"4,343",,"4,343",,,,,
2015-11-20,Deca03,ZPD,"3,623",4840,,,,PD,"6,080",92.02%,5,7,"5,595",,"5,595",,,,,
2015-11-20,Deca03,ZPD,"3,623",4841,,,,PD,"7,120",92.02%,5,7,"6,552",,"6,552",,,,,
2015-11-20,Deca03,ZPD,"3,623",4842,,,,PD,"6,660",92.02%,5,7,"6,128",,"6,128",,,,,
2015-11-20,Deca03,ZPD,"3,626",4843,,,,PD,"5,340",93.60%,5,7,"4,998",,"4,998",,,,,
2015-11-20,Deca03,ZPD,"3,626",4844,,,,PD,"2,180",93.60%,5,7,"2,040",,"2,040",,,,,
2015-11-20,Deca03,ZPD,"3,626",4845,,,,PD,"6,360",93.60%,5,7,"5,953",,"5,953",,,,,
2015-11-20,Deca03,ZPD,"3,626",4846,,,,PD,"5,460",93.60%,5,7,"5,110",,"5,110",,,,,
2015-11-23,Deca03,ZPD,"3,626",4847,,,,PD,"6,780",93.60%,5,7,"6,346",,"6,346",,,,,
2015-11-23,Deca03,ZPD,"3,626",4850,,,,PD,"5,560",93.60%,5,7,"5,204",,"5,204",,,,,
2015-11-23,Deca03,ZPD,"3,626",4851,,,,PD,"7,240",93.60%,5,7,"6,776",,"6,776",,,,,
2015-11-23,Deca03,ZPD,"3,626",4852,,,,PD,"7,000",93.60%,5,7,"6,552",,"6,552",,,,,
2015-11-23,Deca03,ZPD,"3,627",4848,,,,PD,880,87.12%,5,7,767,,767,,,,,
2015-11-23,Deca03,ZPD,"3,627",4849,,,,PD,"6,620",87.12%,5,7,"5,767",,"5,767",,,,,
2015-11-23,Deca03,ZPD,"3,628",4853,,,,PD,"5,740",87.41%,5,7,"5,017",,"5,017",,,,,
2015-11-23,Deca03,ZPD,"3,628",4854,,,,PD,"1,440",87.41%,5,7,"1,259",,"1,259",,,,,
2015-11-23,Deca03,ZPD,"3,628",4855,,,,PD,"5,860",87.41%,5,7,"5,122",,"5,122",,,,,
2015-11-23,Deca03,ZPD,"3,628",4856,,,,PD,"6,660",87.41%,5,7,"5,821",,"5,821",,,,,
2015-11-24,Deca03,ZPD,"3,628",4857,,,,PD,"4,220",87.41%,5,7,"3,689",,"3,689",,,,,
2015-11-24,Deca03,ZPD,"3,628",4858,,,,PD,"5,660",87.41%,5,7,"4,947",,"4,947",,,,,
2015-11-25,Deca03,ZPD,"3,628",4859,,,,PD,"5,800",87.41%,5,7,"5,070",,"5,070",,,,,
2015-11-25,Deca03,ZPD,"3,629",4860,,,,PD,"42,300",98.92%,5,7,"41,842",,"41,842",,,,,
2015-11-25,Deca03,ZPD,"3,630",4861,,,,PD,"21,340",100.80%,5,7,"21,510",,"21,510",,,,,
2015-11-25,Deca03,ZPD,"3,631",4862,,,,PD,"6,420",78.74%,5,7,"5,055",,"5,055",,,,,
2015-11-25,Deca03,ZPD,"3,632",4863,,,,PD,"16,520",96.50%,5,7,"15,942",,"15,942",,,,,
2015-11-30,Deca03,ZPD,"3,633",4864,,,,PD,"6,520",96.62%,5,7,"6,299",,"6,299",,,,,
2015-11-30,Deca03,ZPD,"3,633",4865,,,,PD,"5,720",96.62%,5,7,"5,527",,"5,527",,,,,
2015-11-30,Deca03,ZPD,"3,633",4866,,,,PD,"6,500",96.62%,5,7,"6,280",,"6,280",,,,,
2015-11-30,Deca03,ZPD,"3,633",4867,,,,PD,"6,560",96.62%,5,7,"6,338",,"6,338",,,,,
2015-11-30,Deca03,ZPD,"3,633",4868,,,,PD,"7,320",96.62%,5,7,"7,072",,"7,072",,,,,
2015-11-30,Deca03,ZPD,"3,633",4869,,,,PD,"4,280",96.62%,5,7,"4,135",,"4,135",,,,,
2015-11-30,Deca03,ZPD,"3,634",4870,,,,PD,"2,780",81.03%,5,7,"2,253",,"2,253",,,,,
2015-11-30,Deca03,ZPD,"3,634",4871,,,,PD,"1,160",81.03%,5,7,940,,940,,,,,
2015-12-03,Deca03,ZPD,"3,634",4872,,,,PD,"3,800",81.03%,5,7,"3,079",,"3,079",,,,,
2015-12-03,Deca03,ZPD,"3,634",4873,,,,PD,"5,900",81.03%,5,7,"4,781",,"4,781",,,,,
2015-12-03,Deca03,ZPD,"3,634",4874,,,,PD,"6,140",81.03%,5,7,"4,975",,"4,975",,,,,
2015-12-03,Deca03,ZPD,"3,634",4875,,,,PD,"1,260",81.03%,5,7,"1,021",,"1,021",,,,,
2015-12-03,Deca03,ZPD,"3,634",4876,,,,PD,"3,180",81.03%,5,7,"2,577",,"2,577",,,,,
2015-12-03,Deca03,ZPD,"3,634",4877,,,,PD,"6,560",81.03%,5,7,"5,316",,"5,316",,,,,
2015-12-03,Deca03,ZPD,"3,634",4878,,,,PD,"3,040",81.03%,5,7,"2,463",,"2,463",,,,,
2015-12-03,Deca03,ZPD,"3,634",4879,,,,PD,"3,240",81.03%,5,7,"2,625",,"2,625",,,,,
2015-12-03,Deca03,ZPD,"3,635",4880,,,,PD,"7,120",91.61%,5,7,"6,523",,"6,523",,,,,
2015-12-04,Deca03,ZPD,"3,635",4881,,,,PD,"4,080",91.61%,5,7,"3,738",,"3,738",,,,,
2015-12-04,Deca03,ZPD,"3,635",4882,,,,PD,"6,920",91.61%,5,7,"6,339",,"6,339",,,,,
2015-12-04,Deca03,ZPD,"3,635",4883,,,,PD,"4,720",91.61%,5,7,"4,324",,"4,324",,,,,
2015-12-04,Deca03,ZPD,"3,635",4884,,,,PD,"6,980",91.61%,5,7,"6,394",,"6,394",,,,,
2015-12-04,Deca03,ZPD,"3,635",4885,,,,PD,"6,220",91.61%,5,7,"5,698",,"5,698",,,,,
2015-12-07,Deca03,ZPD,"3,635",4886,,,,PD,"3,420",91.61%,5,7,"3,133",,"3,133",,,,,
2015-12-07,Deca03,ZPD,"3,635",4887,,,,PD,640,91.61%,5,7,586,,586,,,,,
2015-12-07,Deca03,ZPD,"3,636",4888,,,,PD,"46,080",96.61%,5,7,"44,519",,"44,519",,,,,
2015-12-07,Deca03,ZPD,"3,637",4889,,,,PD,"6,200",95.56%,5,7,"5,925",,"5,925",,,,,
2015-12-07,Deca03,ZPD,"3,637",4890,,,,PD,"4,660",95.56%,5,7,"4,453",,"4,453",,,,,
2015-12-08,Deca03,ZPD,"3,637",4891,,,,PD,"6,140",95.56%,5,7,"5,868",,"5,868",,,,,
2015-12-08,Deca03,ZPD,"3,637",4892,,,,PD,"3,360",95.56%,5,7,"3,211",,"3,211",,,,,
2015-12-08,Deca03,ZPD,"3,637",4893,,,,PD,"6,280",95.56%,5,7,"6,001",,"6,001",,,,,
2015-12-08,Deca03,ZPD,"3,637",4894,,,,PD,"6,220",95.56%,5,7,"5,944",,"5,944",,,,,
2015-12-08,Deca03,ZPD,"3,637",4895,,,,PD,"6,760",95.56%,5,7,"6,460",,"6,460",,,,,
2015-12-08,Deca03,ZPD,"3,637",4897,,,,PD,"6,220",95.56%,5,7,"5,944",,"5,944",,,,,
2015-12-08,Deca03,ZPD,"3,638",4896,,,,PD,"6,000",90.35%,5,7,"5,421",,"5,421",,,,,
2015-12-08,Deca03,ZPD,"3,638",4898,,,,PD,"5,300",90.35%,5,7,"4,789",,"4,789",,,,,
2015-12-08,Deca03,ZPD,"3,638",4899,,,,PD,"7,540",90.35%,5,7,"6,813",,"6,813",,,,,
2015-12-08,Deca03,ZPD,"3,638",4900,,,,PD,"1,840",90.35%,5,7,"1,663",,"1,663",,,,,
2015-12-09,Deca03,ZPD,"3,637",4902,,,,PD,"6,000",95.56%,5,7,"5,734",,"5,734",,,,,
2015-12-09,Deca03,ZPD,"3,637",4903,,,,PD,"2,700",95.56%,5,7,"2,580",,"2,580",,,,,
2015-12-09,Deca03,ZPD,"3,639",4901,,,,PD,"24,600",91.95%,5,7,"22,620",,"22,620",,,,,
2015-12-09,Deca03,ZPD,"3,640",4904,,,,PD,"6,600",88.05%,5,7,"5,811",,"5,811",,,,,
2015-12-10,Deca03,ZPD,"3,640",4905,,,,PD,"5,100",88.05%,5,7,"4,491",,"4,491",,,,,
2015-12-10,Deca03,ZPD,"3,640",4906,,,,PD,"3,100",88.05%,5,7,"2,730",,"2,730",,,,,
2015-12-10,Deca03,ZPD,"3,640",4907,,,,PD,"1,520",88.05%,5,7,"1,338",,"1,338",,,,,
2015-12-10,Deca03,ZPD,"3,640",4908,,,,PD,480,88.05%,5,7,423,,423,,,,,
2015-12-10,Deca03,ZPD,"3,640",4909,,,,PD,"2,060",88.05%,5,7,"1,814",,"1,814",,,,,
2015-12-10,Deca03,ZPD,"3,640",4910,,,,PD,"4,440",88.05%,5,7,"3,910",,"3,910",,,,,
2015-12-11,Deca03,ZPD,"3,640",4911,,,,PD,"3,760",88.05%,5,7,"3,311",,"3,311",,,,,
2015-12-11,Deca03,ZPD,"3,641",4912,,,,PD,"6,540",85.18%,5,7,"5,571",,"5,571",,,,,
2015-12-11,Deca03,ZPD,"3,641",4914,,,,PD,"7,420",85.18%,5,7,"6,320",,"6,320",,,,,
2015-12-11,Deca03,ZPD,"3,641",4915,,,,PD,"6,480",85.18%,5,7,"5,520",,"5,520",,,,,
2015-12-11,Deca03,ZPD,"3,642",4913,,,,PD,"15,740",101.24%,5,7,"15,935",,"15,935",,,,,
2015-12-14,Deca03,ZPD,"3,641",4916,,,,PD,"1,360",85.18%,5,7,"1,158",,"1,158",,,,,
2015-12-14,Deca03,ZPD,"3,642",4917,,,,PD,"28,040",101.24%,5,7,"28,387",,"28,387",,,,,
2015-12-14,Deca03,ZPD,"3,643",4918,,,,PD,"3,160",93.62%,5,7,"2,958",,"2,958",,,,,
2015-12-14,Deca03,ZPD,"3,643",4919,,,,PD,"2,080",93.62%,5,7,"1,947",,"1,947",,,,,
2015-12-14,Deca03,ZPD,"3,643",4920,,,,PD,"2,920",93.62%,5,7,"2,734",,"2,734",,,,,
2015-12-15,Deca03,ZPD,"3,643",4921,,,,PD,"5,120",93.62%,5,7,"4,793",,"4,793",,,,,
2015-12-15,Deca03,ZPD,"3,644",4922,,,,PD,"42,640",85.68%,5,7,"36,534",,"36,534",,,,,
2015-12-16,Deca03,ZPD,"3,643",4924,,,,PD,"15,240",93.62%,5,7,"14,267",,"14,267",,,,,
2015-12-16,Deca03,ZPD,"3,643",4925,,,,PD,"4,700",93.62%,5,7,"4,400",,"4,400",,,,,
2015-12-16,Deca03,ZPD,"3,645",4923,,,,PD,"44,480",95.05%,5,7,"42,279",,"42,279",,,,,
2015-12-16,Deca03,ZPD,"3,646",4926,,,,PD,"6,060",89.58%,5,7,"5,429",,"5,429",,,,,
2015-12-17,Deca03,ZPD,"3,646",4927,,,,PD,"6,220",89.58%,5,7,"5,572",,"5,572",,,,,
2015-12-17,Deca03,ZPD,"3,646",4928,,,,PD,"2,700",89.58%,5,7,"2,419",,"2,419",,,,,
2015-12-17,Deca03,ZPD,"3,646",4929,,,,PD,"2,340",89.58%,5,7,"2,096",,"2,096",,,,,
2015-12-17,Deca03,ZPD,"3,646",4930,,,,PD,"6,740",89.58%,5,7,"6,038",,"6,038",,,,,
2015-12-17,Deca03,ZPD,"3,646",4931,,,,PD,"23,280",89.58%,5,7,"20,854",,"20,854",,,,,
2015-12-17,Deca03,ZPD,"3,646",4932,,,,PD,"3,860",89.58%,5,7,"3,458",,"3,458",,,,,
2015-12-17,Deca03,ZPD,"3,646",4935,,,,PD,"24,940",89.58%,5,7,"22,341",,"22,341",,,,,
2015-12-17,Deca03,ZPD,"3,646",4936,,,,PD,"6,060",89.58%,5,7,"5,429",,"5,429",,,,,
2015-12-17,Deca03,ZPD,"3,647",4933,,,,PD,"5,980",95.27%,5,7,"5,697",,"5,697",,,,,
2015-12-17,Deca03,ZPD,"3,647",4934,,,,PD,"1,920",95.27%,5,7,"1,829",,"1,829",,,,,
2015-12-18,Deca03,ZPD,"3,646",4937,,,,PD,"6,740",89.58%,5,7,"6,038",,"6,038",,,,,
2015-12-18,Deca03,ZPD,"3,646",4938,,,,PD,"23,280",89.58%,5,7,"20,854",,"20,854",,,,,
2015-12-18,Deca03,ZPD,"3,648",4939,,,,PD,"23,000",94.45%,5,7,"21,724",,"21,724",,,,,
2015-12-18,Deca03,ZPD,"3,648",4940,,,,PD,"2,640",94.45%,5,7,"2,493",,"2,493",,,,,
2015-12-18,Deca03,ZPD,"3,648",4942,,,,PD,"5,740",94.45%,5,7,"5,421",,"5,421",,,,,
2015-12-18,Deca03,ZPD,"3,648",4943,,,,PD,"23,180",94.45%,5,7,"21,894",,"21,894",,,,,
2015-12-18,Deca03,ZPD,"3,649",4941,,,,PD,"22,240",92.73%,5,7,"20,624",,"20,624",,,,,
2015-12-18,Deca03,ZPD,"3,650",4944,,,,PD,"23,120",99.56%,5,7,"23,017",,"23,017",,,,,
2015-12-18,Deca03,ZPD,"3,650",4945,,,,PD,"5,280",99.56%,5,7,"5,257",,"5,257",,,,,
2015-12-21,Deca03,ZPD,"3,650",4946,,,,PD,"21,720",99.56%,5,7,"21,624",,"21,624",,,,,
2015-12-21,Deca03,ZPD,"3,650",4949,,,,PD,"3,880",99.56%,5,7,"3,863",,"3,863",,,,,
2015-12-21,Deca03,ZPD,"3,650",4950,,,,PD,"19,660",99.56%,5,7,"19,573",,"19,573",,,,,
2015-12-21,Deca03,ZPD,"3,651",4947,,,,PD,"4,300",93.38%,5,7,"4,015",,"4,015",,,,,
2015-12-21,Deca03,ZPD,"3,651",4948,,,,PD,"6,640",93.38%,5,7,"6,201",,"6,201",,,,,
2015-12-21,Deca03,ZPD,"3,652",4951,,,,PD,"7,100",93.63%,5,7,"6,647",,"6,647",,,,,
2015-12-21,Deca03,ZPD,"3,652",4952,,,,PD,"6,820",93.63%,5,7,"6,385",,"6,385",,,,,
2015-12-21,Deca03,ZPD,"3,652",4953,,,,PD,"15,480",93.63%,5,7,"14,493",,"14,493",,,,,
2015-12-21,Deca03,ZPD,"3,652",4954,,,,PD,"5,800",93.63%,5,7,"5,430",,"5,430",,,,,
2015-12-21,Deca03,ZPD,"3,652",4955,,,,PD,"1,720",93.63%,5,7,"1,610",,"1,610",,,,,
2015-12-21,Deca03,ZPD,"3,652",4956,,,,PD,820,93.63%,5,7,768,,768,,,,,
2015-12-21,Deca03,ZPD,"3,652",4957,,,,PD,"3,440",93.63%,5,7,"3,221",,"3,221",,,,,
2015-12-21,Deca03,ZPD,"3,652",4958,,,,PD,"1,840",93.63%,5,7,"1,723",,"1,723",,,,,
2015-12-21,Deca03,ZPD,"3,652",4959,,,,PD,"2,640",93.63%,5,7,"2,472",,"2,472",,,,,
2015-12-21,Deca03,ZPD,"3,652",4960,,,,PD,700,93.63%,5,7,655,,655,,,,,
2015-12-21,Deca03,ZPD,"3,652",4961,,,,PD,"1,300",93.63%,5,7,"1,217",,"1,217",,,,,
2015-12-21,Deca03,ZPD,"3,652",4962,,,,PD,"2,580",93.63%,5,7,"2,416",,"2,416",,,,,
2015-12-21,Deca03,ZPD,"3,652",4963,,,,PD,380,93.63%,5,7,356,,356,,,,,
2015-12-21,Deca03,ZPD,"3,652",4964,,,,PD,"1,520",93.63%,5,7,"1,423",,"1,423",,,,,
2015-12-21,Deca03,ZPD,"3,652",4965,,,,PD,260,93.63%,5,7,243,,243,,,,,
2015-12-21,Deca03,ZPD,"3,652",4966,,,,PD,"1,260",93.63%,5,7,"1,180",,"1,180",,,,,
2015-12-21,Deca03,ZPD,"3,652",4967,,,,PD,300,93.63%,5,7,281,,281,,,,,
2015-12-21,Deca03,ZPD,"3,652",4968,,,,PD,480,93.63%,5,7,449,,449,,,,,
2015-12-21,Deca03,ZPD,"3,652",4969,,,,PD,240,93.63%,5,7,225,,225,,,,,
2015-12-22,Deca03,ZPD,"3,652",4970,,,,PD,"4,180",93.63%,5,7,"3,914",,"3,914",,,,,
2015-12-22,Deca03,ZPD,"3,652",4971,,,,PD,"1,500",93.63%,5,7,"1,404",,"1,404",,,,,
2015-12-22,Deca03,ZPD,"3,652",4972,,,,PD,300,93.63%,5,7,281,,281,,,,,
2015-12-22,Deca03,ZPD,"3,653",4973,,,,PD,"2,960",96.23%,5,7,"2,848",,"2,848",,,,,
2015-12-22,Deca03,ZPD,"3,653",4974,,,,PD,"1,780",96.23%,5,7,"1,713",,"1,713",,,,,
2015-12-22,Deca03,ZPD,"3,653",4975,,,,PD,"2,940",96.23%,5,7,"2,829",,"2,829",,,,,
2015-12-23,Deca03,ZPD,"3,653",4976,,,,PD,"6,020",96.23%,5,7,"5,793",,"5,793",,,,,
2015-12-23,Deca03,ZPD,"3,653",4977,,,,PD,"6,000",96.23%,5,7,"5,774",,"5,774",,,,,
2015-12-23,Deca03,ZPD,"3,653",4978,,,,PD,"3,980",96.23%,5,7,"3,830",,"3,830",,,,,
,"","","",,,,,"","","",5,7,"",,"",,,,,
2016-09-22,Deca01,MP10,"3,654",4979,12.1,0,35,SK,"3,880",95.34%,1,2,"3,699",,"3,362",,,,,
2016-09-22,Deca01,MP9,"3,655",4980,13.5,0,39,SK,"25,380",96.76%,1,2,"24,557",,"21,979",,,,,
2016-09-22,Reze02,#1,"3,656",4981,1.3,0,12,BL,"54,640",94.88%,1,2,"51,843",,"51,843",,,,,
2016-09-22,Reze02,#1,"3,656",4982,1.3,0,12,BL,"29,580",94.88%,1,2,"28,066",,"28,066",,,,,
2016-09-23,Deca03,ZPD,"3,658",4985,,,,PD,"3,160",96.75%,1,2,"3,057",,"3,057",,,,,
2016-09-23,Reze02,#2,"3,657",4983,0.66,0,13,BL,"55,280",97.38%,1,2,"53,832",,"53,832",,,,,
2016-09-23,Reze02,#2,"3,657",4984,0.66,0,13,BL,"51,940",97.38%,1,2,"50,580",,"50,580",,,,,
2016-09-23,Reze02,#3,"3,659",4986,0.7,0,10,BL,"56,160",96.70%,1,2,"54,309",,"54,309",,,,,
2016-09-23,Reze02,#3,"3,659",4987,0.7,0,10,BL,"30,060",96.70%,1,2,"29,070",,"29,070",,,,,
2016-09-26,Deca03,ZPD,"3,658",4988,,,,PD,"9,340",96.75%,1,2,"9,037",,"9,037",,,,,
2016-09-26,Pime01,house,"3,660",4989,10,0,23,EB,"19,820",87.09%,1,2,"17,261",,"16,052",,,,,
2016-09-26,Pime01,house,"3,660",4990,10,0,23,EB,"1,220",87.09%,1,2,"1,062",,988,,,,,
2016-09-27,Deca03,ZPD,"3,658",4991,,,,PD,"4,780",96.75%,1,2,"4,625",,"4,625",,,,,
2016-09-27,DeMo01,6,"3,661",4992,7.7,0,17,OB,"38,320",94.44%,1,2,"36,189",,"34,488",,,,,
2016-09-28,DeMo01,3,"3,662",4993,8.2,0,17,OB,"46,500",93.69%,1,2,"43,564",,"41,299",,,,,
2016-09-29,Deca03,ZPD,"3,663",4995,,,,PD,"2,080",99.50%,1,2,"2,070",,"2,070",,,,,
2016-09-29,DeMo01,3,"3,662",4994,8.2,0,17,OB,"33,580",93.69%,1,2,"31,460",,"29,824",,,,,
2016-09-30,Deca01,CAR19,"3,665",4998,0.2,0,34,EB,"31,260",93.69%,1,2,"29,287",,"29,287",,,,,
2016-09-30,Deca03,ZPD,"3,663",4997,,,,PD,"8,180",99.50%,1,2,"8,139",,"8,139",,,,,
2016-09-30,Hann01,D9,"3,664",4996,2.5,0,37,BL,"43,720",96.39%,1,2,"42,142",,"42,142",,,,,
2016-09-30,Pink01,BShant,"3,666",4999,15.7,0,19,EB,"16,000",90.25%,1,2,"14,441",,"12,607",,,,,
2016-09-30,Pink01,BShant,"3,666",5000,15.7,0,19,EB,"17,180",90.25%,1,2,"15,505",,"13,536",,,,,
2016-10-03,Deca03,ZPD,"3,673",5010,,,,PD,"10,120",98.61%,1,2,"9,979",,"9,979",,,,,
2016-10-03,Hann01,D3,"3,669",5003,2.8,0,47,BL,"41,880",96.01%,1,2,"40,210",,"40,210",,,,,
2016-10-03,Hann01,D3,"3,671",5007,0.8,0,72,BL,"56,900",95.68%,1,2,"54,443",,"54,443",,,,,
2016-10-03,Hann01,D3,"3,671",5009,0.8,0,72,BL,"44,220",95.68%,1,2,"42,311",,"42,311",,,,,
2016-10-03,Medi01,A3,"3,670",5005,1.9,0,23,BL,"10,140",95.22%,1,2,"9,655",,"9,655",,,,,
2016-10-03,Pink01,BShant,"3,667",5001,3.5,0,17,EB,"15,800",94.16%,1,2,"14,877",,"14,803",,,,,
2016-10-03,Pink01,3House,"3,672",5008,1.3,0,25,EB,"13,840",92.57%,1,2,"12,812",,"12,812",,,,,
2016-10-03,Reze02,#6,"3,668",5002,1.23,0,20,BL,"53,420",97.28%,1,2,"51,965",,"51,965",,,,,
2016-10-03,Reze02,#6,"3,668",5004,1.23,0,20,BL,"44,980",97.28%,1,2,"43,755",,"43,755",,,,,
2016-10-03,Reze02,#6,"3,668",5006,1.23,0,20,BL,"43,620",97.28%,1,2,"42,432",,"42,432",,,,,
2016-10-04,Deca03,ZPD,"3,673",5015,,,,PD,"3,220",98.61%,1,2,"3,175",,"3,175",,,,,
2016-10-04,Hann01,D4,"3,674",5011,0.9,0,28,BL,"14,340",97.01%,1,2,"13,911",,"13,911",,,,,
2016-10-04,Hann01,D4,"3,677",5014,1.4,0,30,BL,"58,060",96.63%,1,2,"56,106",,"56,106",,,,,
2016-10-04,Hann01,D5,"3,679",5018,0.5,0,35,EB,"19,420",96.95%,1,2,"18,828",,"18,828",,,,,
2016-10-04,Hann01,D7,"3,684",5025,0.3,0,26,EB,"57,520",96.97%,1,2,"55,777",,"55,777",,,,,
2016-10-04,Hann01,D8,"3,687",5028,0.7,0,34,EB,"26,520",97.97%,1,2,"25,982",,"25,982",,,,,
2016-10-04,Medi01,A2,"3,681",5020,2.11,0,33,EB,"22,560",96.22%,1,2,"21,707",,"21,707",,,,,
2016-10-04,Medi01,A2,"3,681",5021,2.11,0,33,EB,"24,020",96.22%,1,2,"23,111",,"23,111",,,,,
2016-10-04,Medi01,A2,"3,686",5027,0.7,0,35,EB,"18,460",95.51%,1,2,"17,632",,"17,632",,,,,
2016-10-04,Pett02,#4,"3,678",5016,2.6,0,20,BL,"21,080",95.81%,1,2,"20,197",,"20,197",,,,,
2016-10-04,Pett02,#4,"3,678",5017,2.6,0,20,BL,"12,740",95.81%,1,2,"12,206",,"12,206",,,,,
2016-10-04,Pett02,#4,"3,683",5024,6,0,23,BL,"20,160",95.53%,1,2,"19,258",,"18,680",,,,,
2016-10-04,Pett02,#4,"3,685",5026,6.2,0,23,BL,"10,580",94.02%,1,2,"9,947",,"9,629",,,,,
2016-10-04,Pink01,3House,"3,682",5023,0.7,0,31,EB,"16,580",95.46%,1,2,"15,827",,"15,827",,,,,
2016-10-04,Reze02,#7,"3,675",5012,1.45,0,24,BL,"52,500",97.69%,1,2,"51,288",,"51,288",,,,,
2016-10-04,Reze02,#7,"3,676",5013,1.05,0,26,BL,"46,320",97.15%,1,2,"45,002",,"45,002",,,,,
2016-10-04,Reze02,#7,"3,680",5019,1.85,0,30,BL,"55,520",96.94%,1,2,"53,819",,"53,819",,,,,
2016-10-04,Reze02,#7,"3,680",5022,1.85,0,30,BL,"30,860",96.94%,1,2,"29,914",,"29,914",,,,,
2016-10-04,Reze02,#8,"3,688",5029,1.4,0,22,BL,"55,540",96.99%,1,2,"53,871",,"53,871",,,,,
2016-10-05,CLMil1,S01,"3,695",5036,2.65,0,40,EB,"29,380",93.36%,1,2,"27,429",,"27,429",,,,,
2016-10-05,CLMil1,S01,"3,695",5037,2.65,0,40,EB,"11,800",93.36%,1,2,"11,016",,"11,016",,,,,
