date,grower_id,Bog,LotID,GTL,Rot,Debris,Color,Variety,GTL.1,Pack Out %,kqf_pre,kqf_final,Lot Pack Out,Useable w3% allow,"Useable 
w 3 % Allow",GTLID,BogID,# Totes,"Ave Bin 
Wgt.",NetWeight
2012-10-04,Pink01,Center,"1,190",1466,,,,EB,14480,91.82%,,,,,,,,,,
2012-10-04,Pink01,Center,"1,190",1467,,,,EB,16800,91.82%,,,,,,,,,,
2012-10-04,Pink01,Center,"1,200",1480,,,,EB,16980,94.69%,,,,,,,,,,
2012-10-04,Pink01,Center,"1,203",1485,,,,EB,15520,93.23%,,,,,,,,,,
2012-10-04,Reze02,#5A,"1,191",1468,,,,ST,43780,94.10%,,,,,,,,,,
2012-10-04,Reze02,#5A,"1,191",1472,,,,ST,7880,94.10%,,,,,,,,,,
2012-10-04,Rich01,Acush1,"1,202",1484,,,,ST,39800,84.95%,,,,,,,,,,
2012-10-04,Rich01,Acush1,"1,207",1476,,,,ST,49260,88.00%,,,,,,,,,,
2012-10-04,Youn01,Mdw St,"1,199",1479,,,,EB,19660,92.29%,,,,,,,,,,
2012-10-04,Zani01,ST 6,"1,196",1475,,,,BL,40320,97.43%,,,,,,,,,,
2012-10-04,Zani01,ST 6,"1,196",1481,,,,BL,17340,97.43%,,,,,,,,,,
2012-10-05,Bott03,FARLEY,"1,218",1499,,,,OM,49520,87.55%,,,,,,,,,,
2012-10-05,Bott03,FARLEY,"1,218",1502,,,,OM,16400,87.55%,,,,,,,,,,
2012-10-05,Deca01,ROUN10,"1,206",1488,,,,ST,21540,84.99%,,,,,,,,,,
2012-10-05,Deca01,LP1,"1,216",1497,,,,ST,42280,90.36%,,,,,,,,,,
2012-10-05,Deca03,ZPD,"1,211",1492,,,,PD,12440,93.84%,,,,,,,,,,
2012-10-05,Hamb03,COOMBE,"1,210",1491,,,,EB,34180,95.91%,,,,,,,,,,
2012-10-05,Hamb03,King,"1,219",1500,,,,EB,12560,92.40%,,,,,,,,,,
2012-10-05,Nant01,#13,"1,217",1498,,,,EB,42280,88.04%,,,,,,,,,,
2012-10-05,Norr01,A-12,"1,214",1495,,,,MX,39380,87.67%,,,,,,,,,,
2012-10-05,Norr01,A-12,"1,220",1501,,,,MX,41800,90.91%,,,,,,,,,,
2012-10-05,Pink01,Reserv,"1,215",1496,,,,EB,18120,94.57%,,,,,,,,,,
2012-10-05,Ward01,#1,"1,208",1489,,,,EB,21920,88.00%,,,,,,,,,,
2012-10-05,Youn01,Mdw St,"1,209",1490,,,,EB,20440,95.25%,,,,,,,,,,
2012-10-05,Youn01,Mdw St,"1,212",1493,,,,EB,17240,95.27%,,,,,,,,,,
2012-10-05,Zani01,ST 8,"1,213",1494,,,,BL,40660,93.01%,,,,,,,,,,
2012-10-06,Bott03,FARLEY,"1,230",1511,,,,OM,34120,83.98%,,,,,,,,,,
2012-10-06,Deca01,STU4A,"1,227",1509,,,,MX,52240,80.23%,,,,,,,,,,
2012-10-06,Deca01,STU4A,"1,231",1513,,,,MX,50120,87.06%,,,,,,,,,,
2012-10-06,Norr01,A-12,"1,221",1503,,,,MX,3400,92.88%,,,,,,,,,,
2012-10-06,Norr01,A-11,"1,224",1506,,,,ST,38900,91.02%,,,,,,,,,,
2012-10-06,Pava01,1,"1,223",1505,,,,EB,16680,84.02%,,,,,,,,,,
2012-10-06,Pava01,1,"1,225",1507,,,,EB,3260,73.19%,,,,,,,,,,
2012-10-06,Pink01,road,"1,228",1510,,,,EB,10000,86.45%,,,,,,,,,,
2012-10-06,Zani01,ST 5,"1,222",1504,,,,BL,41200,94.67%,,,,,,,,,,
2012-10-06,Zani01,ST 4,"1,226",1508,,,,BL,16440,93.26%,,,,,,,,,,
2012-10-06,Zani01,ST 4,"1,229",1512,,,,BL,1240,90.73%,,,,,,,,,,
2012-10-07,Beat01,Corwin,"1,237",1519,,,,EB,14340,89.06%,,,,,,,,,,
2012-10-07,Beat01,Corwin,"1,240",1523,,,,EB,4780,82.05%,,,,,,,,,,
2012-10-07,Bott02,4,"1,236",1518,,,,ST,46740,96.41%,,,,,,,,,,
2012-10-07,Bott02,4,"1,239",1521,,,,ST,46260,98.06%,,,,,,,,,,
2012-10-07,Bott02,4,"1,243",1526,,,,ST,47600,97.03%,,,,,,,,,,
2012-10-07,Bott02,4,"1,243",1529,,,,ST,47480,97.03%,,,,,,,,,,
2012-10-07,Deca01,STU4A,"1,232",1514,,,,MX,41580,89.84%,,,,,,,,,,
2012-10-07,Deca01,STU4A,"1,233",1515,,,,MX,33140,84.97%,,,,,,,,,,
2012-10-07,Deca01,LP2,"1,238",1520,,,,ST,48600,86.82%,,,,,,,,,,
2012-10-07,Deca01,LP2,"1,238",1522,,,,ST,15260,86.82%,,,,,,,,,,
2012-10-07,Deca01,LP3,"1,244",1527,,,,ST,48000,85.40%,,,,,,,,,,
2012-10-07,Fiel05,EB,"1,246",1530,,,,EB,16120,84.78%,,,,,,,,,,
2012-10-07,Mere01,Adrein,"1,241",1524,,,,ST,45160,93.40%,,,,,,,,,,
2012-10-07,Mere01,Adrein,"1,242",1525,,,,ST,32820,96.57%,,,,,,,,,,
2012-10-07,Nant01,#14,"1,245",1528,,,,EB,43080,82.61%,,,,,,,,,,
2012-10-07,Nant01,#14,"1,245",1531,,,,EB,53660,82.61%,,,,,,,,,,
2012-10-07,Norr01,A-8,"1,234",1516,,,,ST,40060,89.23%,,,,,,,,,,
2012-10-07,Norr01,A-8,"1,235",1517,,,,ST,7260,84.10%,,,,,,,,,,
2012-10-08,Bott02,11,"1,250",1537,,,,ST,41720,95.16%,,,,,,,,,,
2012-10-08,Coll01,Coll,"1,257",1547,,,,OE,2240,97.19%,,,,,,,,,,
2012-10-08,Deca01,LP3,"1,248",1535,,,,ST,49860,91.66%,,,,,,,,,,
2012-10-08,Deca01,LP3,"1,248",1539,,,,ST,41440,91.66%,,,,,,,,,,
2012-10-08,Deca01,LP3,"1,248",1540,,,,ST,7420,91.66%,,,,,,,,,,
2012-10-08,Deca01,LP4,"1,259",1549,,,,ST,47860,95.53%,,,,,,,,,,
2012-10-08,Deca01,LP4,"1,259",1551,,,,ST,40860,95.53%,,,,,,,,,,
2012-10-08,Deca01,LP4,"1,263",1553,,,,ST,21180,94.29%,,,,,,,,,,
2012-10-08,Fiel05,EB,"1,262",1552,,,,EB,10860,90.54%,,,,,,,,,,
2012-10-08,Grew02,ROCK,"1,249",1536,,,,ST,42600,94.00%,,,,,,,,,,
2012-10-08,Grew02,ROCK,"1,253",1542,,,,ST,34040,94.85%,,,,,,,,,,
2012-10-08,Harj01,BRUF#2,"1,252",1541,,,,MX,46660,94.68%,,,,,,,,,,
2012-10-08,Harj01,BYRNE7,"1,256",1546,,,,EB,45860,93.84%,,,,,,,,,,
2012-10-08,Harj01,BRUF#4,"1,260",1550,,,,MX,43960,94.07%,,,,,,,,,,
2012-10-08,Lamb01,A,"1,258",1534,,,,OS,36460,93.61%,,,,,,,,,,
2012-10-08,Lamb01,B,"1,261",1543,,,,OS,36280,93.44%,,,,,,,,,,
2012-10-08,Pink01,field,"1,247",1532,,,,EB,9280,94.07%,,,,,,,,,,
2012-10-08,Pink01,field,"1,247",1533,,,,EB,17560,94.07%,,,,,,,,,,
2012-10-08,Will01,OLD C,"1,255",1545,,,,MX,43820,93.02%,,,,,,,,,,
2012-10-08,Will01,OLD C,"1,255",1548,,,,MX,38400,93.02%,,,,,,,,,,
2012-10-08,Zani01,ST 2,"1,251",1538,,,,EB,16760,92.90%,,,,,,,,,,
2012-10-08,Zani01,ST 1,"1,254",1544,,,,EB,5260,91.79%,,,,,,,,,,
2012-10-09,Bott02,15,"1,272",1565,,,,HO,51200,95.10%,,,,,,,,,,
2012-10-09,Bott02,15,"1,276",1569,,,,HO,30840,95.24%,,,,,,,,,,
2012-10-09,Bott02,24,"1,281",1578,,,,ST,48220,96.10%,,,,,,,,,,
2012-10-09,Bott02,24,"1,289",1583,,,,ST,46960,96.87%,,,,,,,,,,
2012-10-09,Deca01,LP4,"1,264",1555,,,,EB,7000,87.81%,,,,,,,,,,
2012-10-09,Deca01,LP4,"1,264",1556,,,,EB,41140,87.81%,,,,,,,,,,
2012-10-09,Deca01,Joll3,"1,274",1567,,,,GR,30500,95.49%,,,,,,,,,,
2012-10-09,Deca01,LP5,"1,282",1579,,,,ST,39600,93.98%,,,,,,,,,,
2012-10-09,Fiel05,ST,"1,277",1570,,,,ST,20760,94.62%,,,,,,,,,,
2012-10-09,Fiel05,ST,"1,277",1573,,,,ST,16340,94.62%,,,,,,,,,,
2012-10-09,Fiel05,ST,"1,287",1581,,,,ST,15720,96.83%,,,,,,,,,,
2012-10-09,Harj01,BRUF#3,"1,266",1557,,,,MX,17340,94.38%,,,,,,,,,,
2012-10-09,Harj01,BRUF#3,"1,266",1558,,,,MX,49760,94.38%,,,,,,,,,,
2012-10-09,Harj01,BYR 12,"1,269",1561,,,,ST,44100,93.38%,,,,,,,,,,
2012-10-09,Harj01,BYR 12,"1,273",1566,,,,ST,48480,95.55%,,,,,,,,,,
2012-10-09,Harj01,BYR 12,"1,275",1568,,,,ST,46500,93.69%,,,,,,,,,,
2012-10-09,Harj01,BYR 12,"1,275",1571,,,,ST,44100,93.69%,,,,,,,,,,
2012-10-09,Harj01,BYR 12,"1,275",1575,,,,ST,48760,93.69%,,,,,,,,,,
2012-10-09,Nant01,#12b,"1,265",1554,,,,BL,39620,88.29%,,,,,,,,,,
2012-10-09,Nant01,#12b,"1,267",1559,,,,BL,38960,82.18%,,,,,,,,,,
2012-10-09,Norr01,A-1,"1,271",1563,,,,EB,39900,92.35%,,,,,,,,,,
2012-10-09,Norr01,A-2,"1,278",1572,,,,EB,35420,91.88%,,,,,,,,,,
2012-10-09,Norr01,A-2,"1,278",1576,,,,EB,6980,91.88%,,,,,,,,,,
2012-10-09,Reze02,#14,"1,268",1560,,,,ST,51440,97.08%,,,,,,,,,,
2012-10-09,Reze02,#14,"1,270",1562,,,,ST,43780,95.21%,,,,,,,,,,
2012-10-09,Reze02,#14,"1,270",1564,,,,ST,14940,95.21%,,,,,,,,,,
2012-10-09,Reze02,#10,"1,279",1574,,,,ST,51580,96.68%,,,,,,,,,,
2012-10-09,Reze02,#10,"1,280",1577,,,,ST,29380,95.82%,,,,,,,,,,
2012-10-09,Reze02,#10,"1,280",1580,,,,ST,43740,95.82%,,,,,,,,,,
2012-10-09,Reze02,#10,"1,288",1582,,,,ST,52060,94.30%,,,,,,,,,,
2012-10-10,Bapt02,BOURNE,"1,300",1600,,,,ST,9240,94.44%,,,,,,,,,,
2012-10-10,Bott02,23,"1,306",1606,,,,ST,47340,96.75%,,,,,,,,,,
2012-10-10,Bott02,23,"1,316",1618,,,,ST,48580,96.64%,,,,,,,,,,
2012-10-10,Bott02,23,"1,331",1598,,,,ST,47760,97.02%,,,,,,,,,,
2012-10-10,Bott02,23,"1,358",1624,,,,ST,47021,96.65%,,,,,,,,,,
2012-10-10,Brid01,A3,"1,304",1605,,,,ST,13640,83.37%,,,,,,,,,,
2012-10-10,Deca01,LP5,"1,290",1584,,,,ST,31920,91.90%,,,,,,,,,,
2012-10-10,Deca01,LP5,"1,290",1589,,,,ST,21860,91.90%,,,,,,,,,,
2012-10-10,Deca03,ZPD,"1,297",1595,,,,PD,10060,98.91%,,,,,,,,,,
2012-10-10,Dyer01,HF#3,"1,311",1613,,,,ST,24140,97.58%,,,,,,,,,,
2012-10-10,Dyer01,HF#3,"1,321",1623,,,,ST,26540,95.75%,,,,,,,,,,
2012-10-10,Fiel05,ST,"1,295",1593,,,,ST,15020,93.79%,,,,,,,,,,
2012-10-10,Grew02,ROCK,"1,301",1601,,,,EB,39060,93.30%,,,,,,,,,,
2012-10-10,Hann03,MEL A1,"1,323",1626,,,,ST,41220,90.32%,,,,,,,,,,
2012-10-10,Harj01,BYR 13,"1,291",1586,,,,ST,45560,93.74%,,,,,,,,,,
2012-10-10,Harj01,BYR 13,"1,291",1587,,,,ST,43240,93.74%,,,,,,,,,,
2012-10-10,Harj01,BYR 13,"1,291",1592,,,,ST,49320,93.74%,,,,,,,,,,
2012-10-10,Harj01,BYR 13,"1,299",1597,,,,ST,46700,91.40%,,,,,,,,,,
2012-10-10,Harj01,BYRN11,"1,309",1611,,,,ST,44080,94.23%,,,,,,,,,,
2012-10-10,Harj01,BYRN11,"1,314",1616,,,,ST,50140,95.50%,,,,,,,,,,
2012-10-10,Harj01,BYRN11,"1,317",1619,,,,ST,47260,95.51%,,,,,,,,,,
2012-10-10,Lamb01,B,"1,326",1610,,,,OS,22920,90.89%,,,,,,,,,,
2012-10-10,Lamb01,A,"1,329",1609,,,,OS,35480,93.96%,,,,,,,,,,
2012-10-10,MacL01,MCNB,"1,302",1602,,,,ST,45200,93.90%,,,,,,,,,,
2012-10-10,MacL01,MCNB,"1,312",1614,,,,ST,45200,92.95%,,,,,,,,,,
2012-10-10,MacL01,MCNB,"1,318",1620,,,,ST,42880,92.83%,,,,,,,,,,
2012-10-10,MacL01,MCNB,"1,324",1627,,,,ST,8880,96.01%,,,,,,,,,,
2012-10-10,Medi01,A9,"1,310",1612,,,,HO,32360,95.95%,,,,,,,,,,
2012-10-10,Nant01,#19,"1,292",1588,,,,EB,44120,89.16%,,,,,,,,,,
2012-10-10,Reze02,#10,"1,288",1585,,,,ST,28080,94.30%,,,,,,,,,,
2012-10-10,Reze02,#12,"1,298",1596,,,,ST,51220,95.55%,,,,,,,,,,
2012-10-10,Reze02,#12,"1,303",1603,,,,ST,29800,96.77%,,,,,,,,,,
2012-10-10,Reze02,#12,"1,307",1607,,,,ST,45200,93.82%,,,,,,,,,,
2012-10-10,Reze02,#11,"1,315",1617,,,,ST,29760,96.76%,,,,,,,,,,
2012-10-10,Reze02,#11,"1,320",1622,,,,ST,50640,96.74%,,,,,,,,,,
2012-10-10,Reze02,#11,"1,325",1628,,,,ST,29720,94.53%,,,,,,,,,,
2012-10-10,Schw01,Home#3,"1,294",1591,,,,ST,47160,95.98%,,,,,,,,,,
2012-10-10,Schw01,Home#3,"1,305",1604,,,,ST,17380,97.76%,,,,,,,,,,
2012-10-10,Schw01,Home#4,"1,322",1625,,,,ST,45420,95.39%,,,,,,,,,,
2012-10-10,Smit02,HIGH1,"1,293",1590,,,,EB,50300,92.76%,,,,,,,,,,
2012-10-10,Smit02,HIGH1,"1,296",1594,,,,EB,46640,89.37%,,,,,,,,,,
2012-10-10,Smit02,LSHAW,"1,308",1608,,,,ST,46760,96.77%,,,,,,,,,,
2012-10-10,Smit02,LSHAW,"1,313",1615,,,,ST,48720,93.94%,,,,,,,,,,
2012-10-10,Smit02,LSHAW,"1,319",1621,,,,ST,36720,94.63%,,,,,,,,,,
2012-10-10,Smit02,SCR1,"1,332",1629,,,,ST,50960,90.00%,,,,,,,,,,
2012-10-10,Smit02,HIGH1,"1,359",1599,,,,EB,15600,92.03%,,,,,,,,,,
2012-10-11,Bapt02,BOURNE,"1,342",1645,,,,EB,10580,87.53%,,,,,,,,,,
2012-10-11,Bott02,23,"1,347",1656,,,,ST,47620,95.86%,,,,,,,,,,
2012-10-11,Bott02,23,"1,351",1660,,,,ST,20040,96.15%,,,,,,,,,,
2012-10-11,Bott02,23,"1,361",1651,,,,ST,48000,96.15%,,,,,,,,,,
2012-10-11,Bott02,17,"1,394",1669,,,,MX,48100,96.42%,,,,,,,,,,
2012-10-11,Bott02,23,"1,395",1641,,,,ST,44500,96.15%,,,,,,,,,,
2012-10-11,Chan01,CHANEB,"1,337",1637,,,,EB,25640,78.29%,,,,,,,,,,
2012-10-11,Deca01,ROUN11,"1,336",1635,,,,ST,51260,93.87%,,,,,,,,,,
2012-10-11,Deca01,ROUN11,"1,357",1643,,,,ST,42120,90.65%,,,,,,,,,,
2012-10-11,Deca01,ROUN11,"1,357",1650,,,,ST,15480,90.65%,,,,,,,,,,
2012-10-11,Deca01,ROUN8,"1,360",1658,,,,HO,53380,81.77%,,,,,,,,,,
2012-10-11,Deca03,ZPD,"1,348",1646,,,,PD,10360,97.32%,,,,,,,,,,
2012-10-11,Deca03,ZPD,"1,348",1661,,,,PD,380,97.32%,,,,,,,,,,
2012-10-11,Fiel05,ST,"1,335",1636,,,,ST,2420,88.06%,,,,,,,,,,
2012-10-11,Hann03,A2,"1,339",1640,,,,ST,59120,96.97%,,,,,,,,,,
2012-10-11,Hann03,A2,"1,345",1653,,,,ST,42800,98.33%,,,,,,,,,,
2012-10-11,Hann03,MEL A3,"1,353",1664,,,,ST,59740,95.02%,,,,,,,,,,
2012-10-11,Hann03,MEL A3,"1,353",1668,,,,ST,41320,95.02%,,,,,,,,,,
2012-10-11,Harj01,BYRN10,"1,328",1631,,,,ST,44040,94.16%,,,,,,,,,,
2012-10-11,Harj01,BYRN10,"1,333",1633,,,,ST,49540,95.81%,,,,,,,,,,
2012-10-11,Harj01,BYRN10,"1,333",1639,,,,ST,45540,95.81%,,,,,,,,,,
2012-10-11,Harj01,BYRN10,"1,333",1647,,,,ST,38260,95.81%,,,,,,,,,,
2012-10-11,Harj01,BYRNE9,"1,346",1654,,,,ST,51420,95.75%,,,,,,,,,,
2012-10-11,Harj01,BYRNE9,"1,346",1655,,,,ST,49720,95.75%,,,,,,,,,,
2012-10-11,Harj01,BYRNE9,"1,346",1662,,,,ST,45640,95.75%,,,,,,,,,,
2012-10-11,Norr01,A-9,"1,341",1642,,,,HO,19040,64.13%,,,,,,,,,,
2012-10-11,Padu01,Rock#4,"1,350",1659,,,,ST,15960,93.87%,,,,,,,,,,
2012-10-11,Padu01,Rock#4,"1,356",1667,,,,ST,14340,92.02%,,,,,,,,,,
2012-10-11,Pike01,#2,"1,340",1644,,,,ST,21640,94.15%,,,,,,,,,,
2012-10-11,Pike01,#2,"1,352",1663,,,,ST,21720,95.97%,,,,,,,,,,
2012-10-11,Reze02,#11,"1,327",1630,,,,ST,43860,96.35%,,,,,,,,,,
2012-10-11,Reze02,#9,"1,338",1638,,,,ST,52520,94.82%,,,,,,,,,,
2012-10-11,Reze02,#9,"1,343",1648,,,,ST,45080,94.84%,,,,,,,,,,
2012-10-11,Reze02,#9,"1,343",1649,,,,ST,10200,94.84%,,,,,,,,,,
2012-10-11,Reze02,#15,"1,349",1657,,,,ST,29580,95.70%,,,,,,,,,,
2012-10-11,Reze02,#15,"1,354",1665,,,,ST,51780,95.94%,,,,,,,,,,
2012-10-11,Schw01,Home#4,"1,330",1632,,,,ST,29800,97.54%,,,,,,,,,,
2012-10-11,Smit02,USHAW,"1,334",1634,,,,ST,51280,94.08%,,,,,,,,,,
2012-10-11,Smit02,USHAW,"1,344",1652,,,,ST,52820,91.66%,,,,,,,,,,
2012-10-11,Smit02,USHAW,"1,355",1666,,,,ST,51880,94.40%,,,,,,,,,,
2012-10-12,Bett01,1,"1,389",1708,,,,MX,41020,92.14%,,,,,,,,,,
2012-10-12,Bett01,1,"1,391",1710,,,,MX,41240,94.62%,,,,,,,,,,
2012-10-12,Bett01,1,"1,399",1699,,,,HO,50400,91.59%,,,,,,,,,,
2012-10-12,Bett01,1,"1,418",1686,,,,MX,51300,92.50%,,,,,,,,,,
2012-10-12,Bott02,17,"1,364",1674,,,,MX,23720,96.20%,,,,,,,,,,
2012-10-12,Bott02,18,"1,380",1695,,,,ST,48300,94.98%,,,,,,,,,,
2012-10-12,Bott02,18,"1,398",1690,,,,ST,46860,98.45%,,,,,,,,,,
2012-10-12,Bott02,18,"1,398",1706,,,,ST,48220,98.45%,,,,,,,,,,
2012-10-12,Bril01,NORTH,"1,372",1684,,,,ST,39940,97.93%,,,,,,,,,,
2012-10-12,Bril01,NORTH,"1,384",1700,,,,ST,16920,98.10%,,,,,,,,,,
2012-10-12,Deca03,ZPD,"1,348",1673,,,,PD,8280,97.32%,,,,,,,,,,
2012-10-12,Deca03,ZPD,"1,348",1677,,,,PD,3360,97.32%,,,,,,,,,,
2012-10-12,Deca03,ZPD,"1,348",1682,,,,PD,3400,97.32%,,,,,,,,,,
2012-10-12,Dyer01,HF#1,"1,371",1683,,,,ST,24860,98.09%,,,,,,,,,,
2012-10-12,Dyer01,HF#1,"1,379",1696,,,,ST,28060,97.22%,,,,,,,,,,
2012-10-12,Dyer01,HF#1,"1,388",1707,,,,ST,21080,97.59%,,,,,,,,,,
2012-10-12,Hann01,D-11,"1,363",1672,,,,MX,60020,94.96%,,,,,,,,,,
2012-10-12,Hann01,D12,"1,374",1687,,,,HO,41000,95.43%,,,,,,,,,,
2012-10-12,Harj01,BYRNE8,"1,362",1670,,,,ST,27720,96.14%,,,,,,,,,,
2012-10-12,Harj01,BYRNE8,"1,367",1678,,,,ST,52200,95.74%,,,,,,,,,,
2012-10-12,Harj01,BYRNE8,"1,375",1688,,,,ST,49740,93.28%,,,,,,,,,,
2012-10-12,Harj01,BYRNE7,"1,377",1692,,,,ST,46460,94.99%,,,,,,,,,,
2012-10-12,Harj01,BYRNE7,"1,377",1694,,,,ST,51840,94.99%,,,,,,,,,,
2012-10-12,Harj01,BYRNE7,"1,385",1702,,,,ST,48400,94.26%,,,,,,,,,,
2012-10-12,Harj01,BYRNE7,"1,385",1705,,,,ST,12540,94.26%,,,,,,,,,,
2012-10-12,Nant01,#21,"1,383",1671,,,,EB,40260,88.28%,,,,,,,,,,
2012-10-12,Nant01,#1,"1,396",1712,,,,EB,28920,86.95%,,,,,,,,,,
2012-10-12,Padu01,Rock#7,"1,378",1693,,,,ST,7920,92.36%,,,,,,,,,,
2012-10-12,Pike01,#2,"1,369",1680,,,,ST,22040,93.40%,,,,,,,,,,
2012-10-12,Pike01,#2,"1,382",1698,,,,ST,22560,94.89%,,,,,,,,,,
2012-10-12,Reze02,#15,"1,365",1675,,,,ST,53060,94.85%,,,,,,,,,,
2012-10-12,Reze02,#15,"1,373",1685,,,,ST,22700,94.68%,,,,,,,,,,
2012-10-12,Reze02,#13,"1,386",1703,,,,ST,31680,93.75%,,,,,,,,,,
2012-10-12,Rigg01,square,"1,390",1709,,,,ST,14980,84.31%,,,,,,,,,,
2012-10-12,Schw01,Home#2,"1,368",1679,,,,ST,37060,96.04%,,,,,,,,,,
2012-10-12,Schw01,Home#2,"1,381",1697,,,,ST,17560,98.37%,,,,,,,,,,
2012-10-12,Smit02,HIGH2,"1,366",1676,,,,ST,52800,88.09%,,,,,,,,,,
2012-10-12,Smit02,3-Mar,"1,392",1711,,,,ST,36580,89.44%,,,,,,,,,,
2012-10-12,Smit02,HIGH2,"1,397",1701,,,,ST,51720,86.42%,,,,,,,,,,
2012-10-12,Smit02,HIGH2,"1,413",1689,,,,ST,51700,86.08%,,,,,,,,,,
2012-10-12,Will01,OLD C,"1,370",1681,,,,EB,43540,90.34%,,,,,,,,,,
2012-10-12,Will01,OLD C,"1,376",1691,,,,EB,42560,93.37%,,,,,,,,,,
2012-10-12,Will01,OLD C,"1,387",1704,,,,EB,43340,88.65%,,,,,,,,,,
2012-10-12,Will01,OLD C,"1,393",1713,,,,EB,42940,87.53%,,,,,,,,,,
2012-10-13,Atqo01,LWRA-2,"1,428",1743,,,,MX,4080,90.00%,,,,,,,,,,
2012-10-13,Atwo01,LWRA-2,"1,417",1732,,,,MX,42940,87.73%,,,,,,,,,,
2012-10-13,Atwo01,LWRA-2,"1,420",1734,,,,MX,15860,89.82%,,,,,,,,,,
2012-10-13,Bapt02,BOURNE,"1,402",1717,,,,HO,42080,94.78%,,,,,,,,,,
2012-10-13,Beat01,Lowspl,1724,,,,,HO,,"",,,,,,,,,,
2012-10-13,Bett01,1,"1,399",1714,,,,HO,13440,91.59%,,,,,,,,,,
2012-10-13,Cham01,1,"1,407",1722,,,,ST,22360,97.01%,,,,,,,,,,
2012-10-13,Cham01,1,"1,411",1727,,,,ST,13020,94.56%,,,,,,,,,,
2012-10-13,Cham01,Asnet,"1,412",1728,,,,ST,3820,94.11%,,,,,,,,,,
2012-10-13,Cham01,1,"1,422",1737,,,,ST,22400,98.07%,,,,,,,,,,
2012-10-13,Cham01,Asnet,"1,429",1744,,,,ST,12960,97.39%,,,,,,,,,,
2012-10-13,Deca01,LP6,"1,416",1731,,,,HO,52460,94.49%,,,,,,,,,,
2012-10-13,Deca01,LP6,"1,416",1735,,,,HO,40960,94.49%,,,,,,,,,,
2012-10-13,Deca01,LP6,"1,425",1740,,,,HO,29680,92.67%,,,,,,,,,,
2012-10-13,Deca03,ZPD,"1,403",1718,,,,PD,3540,89.41%,,,,,,,,,,
2012-10-13,Dyer01,HF#4,"1,419",1733,,,,ST,26600,96.74%,,,,,,,,,,
2012-10-13,Nant01,#3,"1,427",1742,,,,EB,41040,84.73%,,,,,,,,,,
2012-10-13,Norr01,A-3,"1,408",1723,,,,MX,41180,90.16%,,,,,,,,,,
2012-10-13,Norr01,A-3,"1,414",1729,,,,MX,39260,91.73%,,,,,,,,,,
2012-10-13,Norr01,A-3,"1,424",1739,,,,MX,41900,93.06%,,,,,,,,,,
2012-10-13,Perr01,sp,"1,404",1719,,,,ST,43920,87.56%,,,,,,,,,,
2012-10-13,Perr01,sp,"1,421",1736,,,,ST,38500,84.30%,,,,,,,,,,
2012-10-13,Perr01,sp,"1,430",1745,,,,ST,12240,85.46%,,,,,,,,,,
2012-10-13,Pike01,#2,"1,410",1726,,,,ST,22940,96.42%,,,,,,,,,,
2012-10-13,Pike01,#2,"1,426",1741,,,,ST,19200,94.63%,,,,,,,,,,
2012-10-13,Pink01,Mil#1,"1,431",1746,,,,ST,42220,94.38%,,,,,,,,,,
2012-10-13,Popp01,P 1,"1,405",1720,,,,ST,9740,98.43%,,,,,,,,,,
2012-10-13,Reze02,#5B,"1,401",1716,,,,MX,51320,90.04%,,,,,,,,,,
2012-10-13,Reze02,#5B,"1,409",1725,,,,MX,31060,90.99%,,,,,,,,,,
2012-10-13,Wain01,#1,"1,415",1730,,,,ST,32580,96.89%,,,,,,,,,,
2012-10-13,Wain01,#2,"1,423",1738,,,,ST,35580,93.92%,,,,,,,,,,
2012-10-13,Will01,OLD C,"1,400",1715,,,,EB,44460,87.94%,,,,,,,,,,
2012-10-13,Will01,OLD C,"1,406",1721,,,,EB,14980,87.06%,,,,,,,,,,
2012-10-15,Atwo01,LWRA-1,"1,439",1759,,,,HO,44400,93.24%,,,,,,,,,,
2012-10-15,Atwo01,LWRA-1,"1,439",1782,,,,HO,19600,93.24%,,,,,,,,,,
2012-10-15,Atwo01,LWRA-1,"1,446",1771,,,,HO,44280,92.74%,,,,,,,,,,
2012-10-15,Atwo01,LWRA-2,"1,459",1790,,,,ST,33200,74.19%,,,,,,,,,,
2012-10-15,Bapt02,BOURNE,"1,435",1756,,,,MX,25520,96.71%,,,,,,,,,,
2012-10-15,Bott02,18,"1,443",1763,,,,ST,47880,97.22%,,,,,,,,,,
2012-10-15,Bott02,18,"1,443",1769,,,,ST,30740,97.22%,,,,,,,,,,
2012-10-15,Cham01,Asnet,"1,464",1797,,,,ST,19720,95.34%,,,,,,,,,,
2012-10-15,Deca01,ROUN5,1753,,,,,HO,,"",,,,,,,,,,
2012-10-15,Deca01,LP7,"1,463",1795,,,,HO,22520,79.77%,,,,,,,,,,
2012-10-15,Deca03,ZPD,"1,433",1754,,,,PD,1120,94.84%,,,,,,,,,,
2012-10-15,Deca03,ZPD,"1,433",1755,,,,PD,80,94.84%,,,,,,,,,,
2012-10-15,Deca03,ZPD,"1,433",1766,,,,PD,1860,94.84%,,,,,,,,,,
2012-10-15,Deca03,ZPD,"1,433",1778,,,,PD,1240,94.84%,,,,,,,,,,
2012-10-15,Deca03,ZPD,"1,433",1780,,,,PD,700,94.84%,,,,,,,,,,
2012-10-15,Dvor01,High 4,"1,448",1774,,,,EB,12420,94.19%,,,,,,,,,,
